#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="treePrior" spec="beastmap.distribution.UnconstrainedTreePrior">
#        <parameter id="lengthMean" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <parameter id="lengthShape" lower="0.0" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <parameter id="midpointAlpha" lower="1.0" name="midpoint" spec="beast.base.inference.parameter.RealParameter">50.0</parameter>
#        <tree id="tree" spec="beastmap.evolution.TimelessTree">
#            <taxonset id="TaxonSet">
#            </taxonset>
#        </tree>
#    </distribution>
#    <prior id="Prior" name="distribution" x="@lengthMean">
#        <LogNormal id="LogNormalDistributionModel" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant" spec="beast.base.core.Function$Constant" value="0.05"/>
#            <S id="Function$Constant1" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior1" name="distribution" x="@lengthShape">
#        <LogNormal id="LogNormalDistributionModel1" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant2" spec="beast.base.core.Function$Constant" value="2.0"/>
#            <S id="Function$Constant3" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior2" name="distribution">
#        <parameter id="gammaShape" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <Exponential id="Exponential" name="distr">
#            <mean id="Function$Constant4" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </Exponential>
#    </prior>
#    <prior id="Prior3" name="distribution">
#        <parameter id="kappa" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <LogNormal id="LogNormalDistributionModel2" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant5" spec="beast.base.core.Function$Constant" value="3.0"/>
#            <S id="Function$Constant6" spec="beast.base.core.Function$Constant" value="0.5"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior4" name="distribution">
#        <parameter dimension="4" id="frequencies" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25 0.25 0.25 0.25</parameter>
#        <Dirichlet id="Dirichlet" name="distr">
#            <alpha id="Function$Constant7" spec="beast.base.core.Function$Constant" value="2.0 2.0 2.0 2.0"/>
#        </Dirichlet>
#    </prior>
#</input>
#
Sample	lengthMean	lengthShape	midpointAlpha	gammaShape	kappa	frequencies.1	frequencies.2	frequencies.3	frequencies.4	tree.height	tree.treeLength
13	0.020578099367026124	0.5020540530816389	50.0	0.7040687243176386	1.2175823444506992	0.07337510114321238	0.23412400666270156	0.6278944437955701	0.06460644839851581	0.11736014519222646	0.7978271519305188
14	0.021333425643729285	3.8012064573037248	50.0	1.4766356814995998	4.743558437399374	0.13693647064410963	0.24733785905958153	0.3009421437055311	0.31478352659077785	0.16064870255909605	1.2240158641187628
15	0.030215836568771436	0.09394165531502241	50.0	0.8467655821926221	3.0758333523725745	0.23054113786814917	0.24937822115100838	0.2724461526309796	0.24763448834986287	0.17596883394163965	0.6294678844291737
16	0.029100032934901796	1.4002654959743321	50.0	0.14784893634463075	4.261422198857027	0.32457030795317554	0.40115249813256765	0.14349107771464176	0.13078611619961514	0.3231000249501032	1.849954440920328
17	0.0587624811336538	0.6660163923660283	50.0	0.7953175155309637	2.6932327943096634	0.47863577323744777	0.027568877752131425	0.1982403088714581	0.29555504013896267	0.7670142962936011	4.729258013712427
18	0.018084309814981225	6.820900879016275	50.0	0.061817192995241334	2.009606717327601	0.3853699767054413	0.3879412530156455	0.12457367599831148	0.10211509428060174	0.1309549630515584	1.0366023868588143
19	0.030282506551972437	1.098677669556088	50.0	1.838764434566037	1.2914691926070145	0.08094943948630273	0.3148167329768497	0.24336668758898508	0.3608671399478624	0.19653930960823632	1.6628360016266663
20	0.006088117073232828	1.3097556040828477	50.0	0.17762251378386368	3.032978492950144	0.16372409239709199	0.32620957472850504	0.09784267930525752	0.41222365356914525	0.03778764368637682	0.3403086558002674
21	0.03562630630791226	1.2121267174961687	50.0	0.04540456336367779	1.9628044795709074	0.18421203158795454	0.19484256714032183	0.46164235118146946	0.1593030500902543	0.1990093661956438	2.0771258939942827
22	0.0514948410763311	1.8894764926578984	50.0	0.5451249201261039	1.1667943661504563	0.3043986528625714	0.06687247861647057	0.4898940297562534	0.13883483876470454	0.45943558382583544	2.8861161357841048
23	0.02970343506054352	3.7788001348345532	50.0	0.5889506873517646	2.0227931144533784	0.10249297990378185	0.08102798213299821	0.6664886073946831	0.14999043056853684	0.23384835448024732	1.7265733485023822
24	0.029244874433298942	0.3508776558157041	50.0	0.16842156962710378	3.4373227553733177	0.5501523504298064	0.13108654726342936	0.1752408538901339	0.1435202484166304	0.19678951493788754	0.8267935885642987
25	0.01788010523317411	5.08996764845114	50.0	0.26606236941345546	1.963941684438274	0.21414999846791405	0.13849530899879944	0.26511224798184174	0.3822424445514448	0.135305994486947	0.9648390667886609
26	0.07824611840031877	0.8715611823242772	50.0	0.4955542636516405	1.8740670616208033	0.12839137817539198	0.483122945419983	0.10922906291119941	0.2792566134934256	0.7197819601828541	4.768378788668487
27	0.03787344406957669	7.476373281021442	50.0	0.14738662000366215	2.176918745688865	0.26209692377977484	0.3011826547256434	0.30815598784167025	0.12856443365291145	0.27686816390665464	2.255182876468395
28	0.030710267709253575	1.456004798080306	50.0	1.1824311081416399	1.694913879309429	0.3298441528100382	0.17010094921402005	0.1579381098269708	0.3421167881489709	0.28878567467202954	1.5253046809427506
29	0.10247756969870654	1.7010746263417051	50.0	1.2352642404345369	1.7329808266883755	0.30249157567437385	0.21655348666289276	0.23524780660313407	0.24570713105959943	0.9056668708328003	6.326078810177197
30	0.10832158912528497	10.552077759588684	50.0	0.20130425352631717	2.769569588160655	0.47827291606594996	0.4625749950016221	0.007923029985423451	0.0512290589470045	0.7464968689691819	6.397656977436149
31	0.014941306914704997	0.1807307854369637	50.0	0.32609807438957117	2.389529095827497	0.15669115437525477	0.27819998742088037	0.2610466255348233	0.30406223266904153	0.15426896168439638	0.5122130573393956
32	0.02120547001842689	2.168730928311373	50.0	2.445098081211252	4.119215348504694	0.18350304439733287	0.4080678450174295	0.02402902460662013	0.38440008597861747	0.18475671604581262	1.1718647482709297
33	0.006032983109692097	0.31128900776197443	50.0	1.6682789828000324	2.9338846764413504	0.17748255200566332	0.23879221195299602	0.5153200118327218	0.06840522420861896	0.1186271485608408	0.5435783061669863
34	0.024454898468046275	2.2321826202760247	50.0	0.298436863101449	2.116365027512058	0.29516368792702374	0.37419839434374347	0.07284033145390474	0.257797586275328	0.13701509162761796	1.089231809557432
35	0.031323533422050055	4.7016314699908355	50.0	1.0544601974530512	1.783853289632454	0.09947329381404463	0.6867582612261046	0.08805640674164701	0.12571203821820365	0.2827614983220221	1.7019080152075954
36	0.04826287718858103	0.9270292281026403	50.0	0.005515064370089436	5.070795475871171	0.2475733496015748	0.01238192966782285	0.2479617530097717	0.4920829677208307	0.42328655921825564	2.5983446328881046
37	0.007291898242361524	1.363402649316194	50.0	0.8535925751815983	2.167816663745836	0.29038379350197624	0.03460350881148017	0.2208067913367366	0.45420590634980684	0.05414765052594091	0.34768197341198365
38	0.1365644784067849	3.2893235417509397	50.0	0.24701383073220773	1.6421633141489516	0.10082010385061813	0.43019738669422425	0.3141129518869506	0.154869557568207	0.9562215305497087	7.7210883841310345
39	0.046943537576128395	10.026952380140365	50.0	2.424173750525304	4.119184089393492	0.16125737061332465	0.40631575427507494	0.15679501976394658	0.27563185534765394	0.42151911061285424	2.7078368877517622
40	0.027866920946772802	1.3408530023375906	50.0	1.166731895740319	3.5975473202202384	0.2355854051680421	0.2692038089261766	0.262632620523727	0.2325781653820543	0.253942330615214	1.5743226306994333
41	0.015978163248037264	0.13108435990030842	50.0	0.13021921493265803	1.3188517220609284	0.34003967421264375	0.07354855336015509	0.35323401009869293	0.2331777623285082	0.3385078667145632	0.8589598780235228
42	0.02803699782894952	1.6407225411304278	50.0	0.41523071327562483	2.8934080918180327	0.407025343689474	0.17575819956466143	0.2088896529747696	0.20832680377109494	0.20741948884196956	1.4717523457523813
43	0.028005744940573382	1.2579376106577098	50.0	0.13313981890594048	4.084953791519905	0.06450067294499082	0.19680265454437984	0.2946465755452225	0.4440500969654067	0.21525145521114836	1.4226541631200973
44	0.05762966952348966	4.399601915742963	50.0	0.1251849451652334	1.7350088514422246	0.17458511904586896	0.2341966298728002	0.3898071384127525	0.20141111266857833	0.32044493888705583	2.940925075122979
45	0.1582578549524881	0.5814480682570646	50.0	0.3006425159830807	1.4464659041572456	0.19108347773073853	0.3715893267638133	0.20344849682204413	0.23387869868340402	1.1585823282219643	6.65042838783661
46	0.03981398537848442	2.5033568239756914	50.0	3.622819370471915	1.0614642871763884	0.5232389281341108	0.13995071972105655	0.1042595496223391	0.23255080252249358	0.2713662203706353	2.38282740047364
47	0.04846171167499415	0.2098931960113422	50.0	0.8873043434378522	4.271504582441132	0.33480425537872915	0.16808640720837148	0.24713319512761767	0.24997614228528175	0.3475193580364058	2.0678265148603896
48	0.03679215935824518	0.2330801672934851	50.0	0.4959845250884672	4.931909856876004	0.23012194649467566	0.6225002574001033	0.10264333160608402	0.04473446449913702	0.4624032798784134	1.6571536312246118
49	0.07528666704228706	0.1287499309558201	50.0	0.7005736543893292	2.2817213457074486	0.13694486460579808	0.17013117113875006	0.059269462869811676	0.6336545013856403	2.0338188044678462	6.597974903208227
50	0.02495867395741493	0.7000719684431809	50.0	0.13359365669346002	2.8851478607577157	0.02433118930408895	0.1621075679741453	0.26230113331143234	0.5512601094103334	0.23543204362343617	1.3845195937529748
51	0.006965416651430754	3.0052624488571036	50.0	0.4503759617861938	1.8703755792686045	0.43587634758677773	0.29145495313057945	0.1446896432104698	0.127979056072173	0.03814005870686312	0.3455369638291895
52	0.08833796067088728	8.829253548365505	50.0	1.1785581892430315	4.132031549825127	0.160152508696395	0.057685749498667414	0.5362943490232319	0.2458673927817056	0.6618022000366413	5.060575278423123
53	0.003050149776355948	12.283832328356889	50.0	1.3153921731056895	5.927687257356646	0.09357288362953103	0.34798261685380705	0.39606203240181354	0.1623824671148484	0.017502571096381394	0.1838846134886843
54	0.01730051936036196	0.650684418800211	50.0	3.3860608768966567	4.31127075239745	0.17681283964006128	0.5172214264485357	0.25289359977023007	0.053072134141172796	0.17450603211456497	0.8515681143181751
55	0.15174264257521075	1.856155532054011	50.0	1.2343207201111501	1.1488330976449386	0.3055029777593097	0.3442336084582091	0.31634853556586395	0.033914878216617324	1.086141292377714	8.474738270149567
56	0.03994646406197513	1.42933888782151	50.0	5.56076158146485	4.871345578234914	0.21358373175143436	0.04671848600775264	0.41815738385399115	0.3215403983868218	0.4106505415893537	2.4695342285278867
57	0.021706106189069287	3.195835019007751	50.0	2.1007949011138827	2.8323949221683264	0.24240278092161494	0.543856117563243	0.10142137935621166	0.11231972215893037	0.19655336105154933	1.2359399761408796
58	0.017947686473248237	0.20155500466303475	50.0	1.2160877945414597	1.6110564487699124	0.3426588604561889	0.02267449030104815	0.15896593225665126	0.4757007169861117	0.19255039716136502	0.658121240670174
59	0.014023543853677099	0.8828973159421055	50.0	0.47021367691813454	1.793781753805497	0.30796856249634175	0.40225629886570896	0.20121834416954762	0.08855679446840167	0.09794628370921858	0.6641258303236456
60	0.1197447853800343	1.940927589379512	50.0	0.6908384416939812	2.2271895866327904	0.18791108706649925	0.2290790824929941	0.37488056280216164	0.20812926763834494	1.1181538852183657	7.141635464791735
61	0.030539383672308355	1.127974093660949	50.0	2.3035735650378917	3.3795326886372004	0.14841174174517519	0.47817264115821034	0.05390443395922988	0.31951118313738464	0.19663596253735185	1.5185598368689248
62	0.0058022051498916975	0.6284987097259997	50.0	0.14039757997668584	2.8861786320691727	0.1114044950988873	0.15694338269844316	0.22141154453526649	0.5102405776674029	0.054210131674157884	0.3374610020760222
63	0.017298948764887783	1.9538116585030676	50.0	4.594083854520635	1.3728977509897735	0.5715731368121862	0.13853289115455986	0.09931780989847465	0.1905761621347794	0.14403393769773762	0.9534507487144855
64	0.2697124157244553	0.5872722524433335	50.0	2.3936126435063243	1.7479008515918624	0.41290482341974266	0.0765007127473925	0.28114552351154987	0.22944894032131505	1.8517785917873144	13.597043329496353
65	0.0048282054009497685	1.3330107123337263	50.0	0.09592599736991214	1.8195028838645475	0.31549933110958644	0.05071844857087116	0.21538695118453557	0.41839526913500674	0.03644692396988642	0.24784256502047833
66	0.015622377351204083	3.4253212282649996	50.0	0.23049289329321418	2.379213002235348	0.07297077398397583	0.3600292380707857	0.07535545011319934	0.4916445378320391	0.08565933226343764	0.8110552285658279
67	0.0387178184813005	1.4632635784252102	50.0	0.3252602244663836	6.900313019508983	0.37283394841912343	0.2537323257989959	0.09320408818959798	0.28022963759228275	0.3006567011577712	1.9638369403779463
68	0.04965854639319596	1.3903284939891887	50.0	0.6994857711703228	2.6385624905441887	0.11658870892337612	0.2564540756334842	0.42650802764505874	0.20044918779808105	0.47517354396609973	3.4828613196277978
69	0.041832790946702704	0.34164528719104537	50.0	1.1627950455364136	1.6669953861174516	0.5363018638328987	0.016686198852399078	0.2752670887578121	0.17174484855689012	0.5517965853151476	3.1106188537352533
70	0.03040353649040398	1.2273265915750082	50.0	0.5434905970894676	2.6109386674133446	0.34730982411683736	0.0957196438854176	0.19178226862707962	0.36518826337066546	0.2500691385746675	1.6396339597069984
71	0.008371332426714641	3.5806516604120713	50.0	1.6402420622385516	0.8252972467143939	0.33747473165236747	0.29081716225080495	0.14846941569998287	0.2232386903968447	0.0748127413912125	0.48980564131205123
72	0.010711529257801843	3.9493510230686697	50.0	0.16179095559646192	3.7665397366749622	0.2370200268691911	0.15277514567861133	0.14948046974243806	0.46072435770975956	0.10878231103809127	0.5567681743418107
73	0.15870691425969874	1.0320475706644656	50.0	0.09529183179505007	1.5088635080018025	0.06775396182343858	0.6646913259661633	0.17686839568741342	0.09068631652298464	1.2324055225929142	8.4220615408011
74	0.09350586465071739	0.855933086672137	50.0	0.24102064159484815	5.154258183586462	0.5115705310026768	0.32416558472465395	0.03641240510596907	0.1278514791667001	0.6096146630566335	5.292575806752591
75	0.01652992704897443	0.2940734865611617	50.0	0.09303716786172624	1.0030004710841016	0.4762237697892097	0.21207413071887293	0.10043592177065967	0.21126617772125764	0.20904778687631734	0.7633661511292773
76	0.16916881161106442	6.732471597664499	50.0	0.5803182916649787	2.400780348351572	0.25333008986014993	0.23437445616582955	0.3801748973275303	0.13212055664649028	1.5987674190463523	9.5523151476963
77	0.021822209298817986	0.3055299258858646	50.0	0.5363325699227982	5.855568546887091	0.23222730843251657	0.14073406625196397	0.20443565371550063	0.4226029716000188	0.23278984704521322	1.5257318839801814
78	0.02312989622762751	0.6285372315205549	50.0	0.11240792344835158	1.4413411345137912	0.44856370260569906	0.08417332583345291	0.44292822224795153	0.02433474931289638	0.18270070637800506	1.0930746307262913
79	0.07491738832998382	3.2958902311286113	50.0	0.16064993313153442	4.5287493517871455	0.34030192114968	0.12527856133711857	0.17286028900654193	0.3615592285066596	0.8371871259755234	4.334488255836542
80	0.010925511061674113	1.6511272461913509	50.0	1.5936403190684492	4.144748784074782	0.3204652278588257	0.25610684081610485	0.09249090815288948	0.33093702317218	0.10955338323730558	0.7083183735395565
81	0.04595322845761822	0.2949143132332111	50.0	0.36692359276580183	2.565854357467998	0.06936131900401583	0.2249361526508131	0.4440718131682841	0.2616307151768869	0.5900486201680154	3.2919351181451697
82	0.0030949702119419625	0.08354448672513379	50.0	0.08083405086022732	4.328262279347279	0.09499790201932391	0.09223372490123193	0.4948513695934532	0.31791700348599095	0.1288125792060707	0.3346729951430572
83	0.024314331564062455	1.2640570399348394	50.0	1.105854249565112	2.8226214141398662	0.17071473493834585	0.4307574073136587	0.1566068473106453	0.24192101043735015	0.24065247547746152	1.4912165128137145
84	0.0179777418124849	2.4493261004577946	50.0	0.14122618815724722	2.796725183305356	0.17530085950738786	0.3574494824537953	0.13399480193595065	0.33325485610286615	0.12118536222011501	1.003839411879904
85	0.18324533171638877	1.2873675882779425	50.0	0.051040471895346294	3.643512409879165	0.11056295243979535	0.17065383040531257	0.322357812747934	0.39642540440695817	1.116259531846823	9.315356849709099
86	0.08108545658815026	0.731069937598015	50.0	1.1671900393551036	0.8320358922327951	0.5474741566621705	0.1037952706634822	0.18423394891795383	0.1644966237563936	0.6367895902053984	4.211865587537564
87	0.060765057887354694	1.4558124588601602	50.0	1.7075025032459443	6.900721092276234	0.11207509461082926	0.011139356907609766	0.7246904798961964	0.15209506858536465	0.43986093810699683	3.2038321065974174
88	0.014992801029672662	0.6337396630225055	50.0	1.268377965271706	2.5643926575433404	0.07774652896683362	0.20856759265178557	0.41430962996522297	0.29937624841615784	0.16608230559418946	0.8823341049916594
89	0.11385076346783574	5.711037966363669	50.0	0.689471381729701	2.7696166467695686	0.5134925770779214	0.18398461628140608	0.16621953903092507	0.13630326760974756	0.859839197463982	6.166260022175428
90	0.006374751957848482	0.18198933395977845	50.0	0.9784288790767928	3.2193852621860137	0.44015777490409413	0.17226393621586636	0.13046787244169752	0.2571104164383419	0.07120842747207126	0.3222651101664966
91	0.1007655093419634	0.7267000462323573	50.0	0.628987430852196	7.9422498207655385	0.22369247910642173	0.09814169030807691	0.37264273776611784	0.3055230928193834	1.0657459937864693	6.193051098830324
92	0.00479186177738706	0.1357649391509049	50.0	0.46900197126065685	2.931480229250038	0.3601626166120282	0.021738522485209057	0.4516859286528914	0.16641293224987141	0.05897904111715592	0.22719673879098182
93	0.022730695960795258	2.3163141818266206	50.0	1.2286358598895024	7.5671697862566045	0.34422540200433266	0.09810813667112196	0.3728975160089014	0.18476894531564383	0.25456034327353444	1.4911263822935903
94	0.03772191333183906	0.5596506103753183	50.0	0.20347357141899775	1.3733174774563897	0.44558605514862193	0.2523941894629592	0.08765710404161409	0.2143626513468049	0.5711838785198898	2.623509639482049
95	0.026433590279632477	0.4443289809699426	50.0	0.22680619061023924	3.2810273031511596	0.5173958789425247	0.36287662980290186	0.02034937520064367	0.09937811605392984	0.3612089292190133	1.69469708657471
96	0.02453073207338575	7.076198468200422	50.0	0.9074342407751825	2.805188486434619	0.13020639332884876	0.1569680636377	0.5593176560183628	0.15350788701508838	0.1417806465514253	1.3733821213384834
97	0.01630161871909485	1.2917873948010405	50.0	2.2161722934050667	4.7268426315965915	0.278362092189536	0.066563324801138	0.20970530057311954	0.4453692824362064	0.14418203038707791	0.9996538013310241
98	0.012571304923171765	0.9524881447550413	50.0	0.5041093131158726	3.6050600240670296	0.14241780924175582	0.20866810671836644	0.502692969598839	0.14622111444103855	0.1318240132767558	0.7668012725921451
99	0.009048338197186728	1.470925223529396	50.0	0.9598691018538117	1.955837878770316	0.29248734678172605	0.1844839593231103	0.20426808424791312	0.3187606096472506	0.06936843708051474	0.47709388869803504
100	0.024294365442065688	1.722182815915209	50.0	1.3742435407641933	2.4216903641248537	0.37444036247225315	0.14514723437907334	0.25575947191076503	0.22465293123790844	0.1994080989628877	1.3530339004290923
101	0.006426433236244531	0.8398222213312408	50.0	2.107122770320363	1.8489589357243654	0.19261919848100842	0.12298647788790572	0.31024110135113897	0.37415322227994674	0.03962053373135313	0.3431882993738795
102	0.030818752306170746	0.6874700942848644	50.0	0.04782652852517579	1.6941036869086796	0.09734996563666853	0.10859888269950055	0.14509637015619808	0.6489547815076329	0.4770811029301015	2.4858338458415212
103	0.03794122087208628	0.6050980338829339	50.0	0.26810968847741284	2.340851162222656	0.30827528996886744	0.35692264593037865	0.09791883322671326	0.2368832308740407	0.49219864990031925	2.627860966617518
104	0.022741179114563154	2.471365951137404	50.0	0.5093733333294131	2.0971890767839403	0.050540319928513155	0.19092834536683548	0.6259014341661936	0.13262990053845766	0.17034378474006898	1.2738216597543985
105	0.06072058610265314	0.3732605409908145	50.0	0.03586959555058223	3.2072493577213033	0.4766497844948597	0.26586135674728445	0.057947912337780016	0.19954094642007586	0.5264891590933076	3.721744581000915
106	0.03149446798476303	0.5878836668255083	50.0	2.250026040119126	5.4185105756986705	0.08160921676912565	0.03956668783623521	0.3691074572709237	0.5097166381237156	0.2253694616815936	1.4788761143179938
107	0.020100719189633867	0.7521409363433448	50.0	0.8649374516829745	1.3447154638031962	0.09466965391796238	0.4472233820528503	0.10827292031573224	0.34983404371345506	0.171867169193239	1.1146803172669169
108	0.02426028984319601	0.9886707913019631	50.0	0.7830631159807946	2.9945140369712995	0.21107770253768743	0.2520870502535041	0.20700331347557951	0.32983193373322894	0.19675859068080404	1.3466730323151315
109	0.10771182007394932	0.6182762389271033	50.0	2.183164995733847	3.244016019215672	0.07108480329958435	0.15335299779497044	0.3732412624153693	0.4023209364900759	1.1159562061229675	7.636101273454325
110	0.007511665339312187	5.023188587824801	50.0	0.38950749276808777	2.130808319018941	0.1832153514459811	0.4504577969092248	0.25812132422486267	0.1082055274199314	0.04649497631825862	0.38330890427806397
111	0.01622276825541446	0.5742515226446763	50.0	0.3431472492474389	2.824979000637314	0.05774811176310878	0.3801818932513033	0.153279073910691	0.4087909210748969	0.1353830202649312	0.7423095600415789
112	0.01307108614428231	0.3231640334968106	50.0	0.035465883920660024	1.8057487755338588	0.3972172889794618	0.17708811420412618	0.1951352033395738	0.23055939347683815	0.2676641078495339	1.2314271814186828
113	0.02954083990344417	2.385672511138652	50.0	2.4598322026687547	1.8458969473128422	0.26407823612011183	0.21616505129378055	0.322881229087545	0.19687548349856268	0.19156760108462773	1.632269954004021
114	0.026025430087697015	0.951794066300109	50.0	0.06484904654033719	3.069197914494932	0.07166348952695911	0.816457543716727	0.09723415516801018	0.014644811588303785	0.24040968769626997	1.3819621609584547
115	0.05011859508888411	0.9436285118785085	50.0	1.1027774817679503	2.5275650373712315	0.21771870398109647	0.21753341997146308	0.17899114118671083	0.3857567348607296	0.40756662146839673	2.718755674584007
116	0.03219471120569817	1.734548815300335	50.0	0.5271051860824734	1.602171279156279	0.4970489048612262	0.10887963186013765	0.0600866799358483	0.33398478334278775	0.3667274115105106	1.9112778373684876
117	0.007677834419219509	3.182828269700002	50.0	0.3182521841526693	3.9662532097243415	0.3384498601860355	0.2653581149528966	0.22664046159800783	0.16955156326306	0.04684117890707606	0.41909183001243033
118	0.004931018765800607	0.4317938434917944	50.0	5.28148422697356	4.960492851699238	0.33690556002778527	0.10221661719427651	0.1289868705059814	0.4318909522719568	0.06533825206530067	0.26962756714919234
119	0.022293742880374636	1.6333442898005888	50.0	0.5274448232723062	2.034417772732824	0.12351346816816472	0.18887182970527056	0.21392983505949448	0.4736848670670703	0.19743655579097877	1.1259016228859302
